description,label,releasetime,title
周一（4月24）法国大选第一轮投票结果出炉，中间派候选人马克宏(Emmanuel Macron)和极右翼候选人勒庞(Marine Le Pen)一如...,,2017-04-24 17:45,法选首轮告捷：欧元跳空高开 短期涨势不足
在马克龙在法国大选第一轮选举中胜出之后，欧元区货币市场周一开始消化欧洲央行加息几率更大的可能性。,,2017-04-24 17:40,法国大选后 欧元区市场消化欧央行更大加息可能
法国大选第一轮投票尘埃落定，马克宏和勒庞不出意外地进入决赛，目前，那些被击败的那些总统候选人，都在主张投票支持马克...,,2017-04-24 17:38,法国退欧不可取！勒庞或将在决赛中败北
至今特朗普上任已足百天，其口碑如何呢？据CNBC报道，根据最新的一项最新民调显示，针对这位十分有个性的总统，美国民众似乎...,,2017-04-24 17:16,特朗普的百日并不完美 美国人民多数不“买单”
慕尼黑经济研究中心(IFO)周一发布的数据显示，德国4月商业信心较预期得更为高昂，创近六年来最高，这表明欧洲最大经济体企...,,2017-04-24 17:13,德国经济信心飙升！IFO商业景气指数创六年新高
周一(4月24日)欧市早盘，澳元/美元位于0.7570附近水平徘徊。日内汇价走势震荡，目前自0.7539相对低位反弹，并维持上行行情...,,2017-04-24 17:11,交易员：澳/美上行阻力位0.76 继续关注市场政策动向
北京时间周二（4月25日），日本央行将公布利率决议。分析机构给出了前瞻，认为日本央行料将按兵不动。,,2017-04-24 16:40,机构：本周利率决议日本央行料按兵不动
"周一(4月24日),随着法国内政府最后公布总统大选据首轮投票结果后，外汇市场巨幅波动，欧元兑美元早盘暴涨近200点突破1.0...","外汇市场,外汇",2017-04-24 16:31,大华银行：英镑继续看涨 其他暂时维持中性
无论大事小事都有博彩业的存在。开盘下注成为人们对事件走向的一种基本研判，当然也成为资本市场的一个风向标。英国脱欧离...,,2017-04-24 16:15,博彩业密切关注法国大选 特朗普逆袭或重演？
委内瑞拉的外汇储备仅有100亿美元，而这笔钱是国家的保命钱，来帮助经济稳定并度过风雨飘摇之时。,外汇,2017-04-24 15:55,委内瑞拉危在旦夕！外汇储备仅剩100亿美元
周一(4月24)亚太时段，韩元和韩国股市均收于数周高位，因中间派候选人马克龙在法国总统大选首轮投票中胜出，令全球投资者...,,2017-04-24 15:41,马克宏胜出提振投资者信心 韩元韩股双双攀升
鉴于国民阵线党主席玛丽娜·勒庞的脱欧政治主张，欧盟寄希望中派前进运动候选人马克龙能够在第二轮大选中击败她。,,2017-04-24 15:39,欧盟力挺马克龙在第二轮“干掉”勒庞
周一(4月24)亚市尾盘，美元/日元位于110.10附近水平徘徊。分析师认为虽然美元/日元各个技术指标正处于低位调头向上，但是...,,2017-04-24 15:30,分析师：美元/日元下行通道完好 谨慎指标翻多的陷阱
随着法国大选第一轮投票结果出炉，市场解读利好欧元致使欧元开盘大幅调跳空开。本周的欧洲央行利率决议，或许就将因此受到...,,2017-04-24 15:24,法选第一轮出炉 欧盟或将加快QE步伐？
本周四的货币决策会议预计利率或资产购买不会改变，但是根据调查显示，欧洲央行行长德拉吉最快6月份会修改前瞻指引，较前...,,2017-04-24 15:23,风险疑虑消除！德拉吉或加快退出货币宽松
北京时间4月27日11:00日本央行将公布利率决议及政策声明，并发表经济展望报告，市场普遍预期日本央行将维持利率在负0.1%...,,2017-04-24 15:23,经济处温和复苏趋势 日本央行决议料维稳不变
备受关注的法国大选第一轮终于落下帷幕。并不出乎意外，两位此前就高居民调榜前两名的总统候选人——“非左非右”的“前进”运...,,2017-04-24 14:56,法国大选首轮落下帷幕 两强PK马克龙胜率更大
由于法国大选第一轮投票结果显示，中间派候选人马克龙赢得法国总统大选第一轮投票，多数新兴亚币兑美元走强。,,2017-04-24 14:51,法国大选忧虑消退！亚洲货币持续走强
在西欧，很少有货币像冰岛克朗那样遭遇困境。在经历过去十年冰岛经济“脱轨”演变成教科书式的复苏之后，冰岛如今正敲定一个...,,2017-04-24 14:46,冰岛克朗“悲剧”不断 新汇率制度或于年底出台
本周三(4月26日)9:30将公布澳大利亚一季度CPI数据。法国农业信贷(Credit Agricole)周一(4月24日)发表观点称，?澳洲一季度...,,2017-04-24 14:17,澳洲1月CPI能够挽救颓势中的澳元吗？
周一亚盘，欧元兑美元大幅跳空高开后高走，最高触及1.0930后有所回落，目前交投于1.0860附近。,,2017-04-24 14:15,丰业银行：欧元多头头寸创纪录新高
周一(4月24)亚市午后，英镑/美元位于1.2790附近水平徘徊。本交易日亚市盘初汇价先涨至1.2868，之后自该点温和回撤，目前暂...,,2017-04-24 14:06,英镑对美元修整后或将迎来新一波上涨！
据路透报道，韩国软件大亨出身的总统候选人安哲秀表示，如果他能在5月9日当选总统，他将会努力重启旨在实现朝鲜半岛无核化...,,2017-04-24 13:43,韩总统候选人安哲秀：若当选将努力重启朝核六方会谈
据路透报道，周一（4月24日）亚市早盘，人民币兑美元即期高开低走，中间价则反弹至波动区间顶部。交易员称，美元指数走弱提振...,,2017-04-24 12:19,人民币早盘高开低走 市场预期趋于一致波动或日渐收窄
据路透报道，英国意外宣布提前大选，基本上并未让外国投资者感到惊慌。去年在英国公投决定脱离欧盟引发一轮资金外逃并导致...,,2017-04-24 12:15,比起英国提前大选 外资更担心的是这个······
法国总统大选首轮投票已落下帷幕，根据票选结果，中间派候选人马克龙拔得头筹与投票率位居第二的极右国民阵线领袖玛丽娜...,,2017-04-24 11:50,马克龙、勒庞晋级角逐总统宝座 金融市场掀起狂欢盛宴
周一早间，据中国央行数据，今日人民币兑美元中间价报6.8673，较上一交易日中间价6.8823升值150个基点。受法国大选消息影响...,,2017-04-24 11:09,法国大选飞出白天鹅！人民币今日升值150个基点
周一亚市英镑兑美元由升转跌，短线失守1.28关口，刷新日内低点至1.2782，跌幅约0.22%。,,2017-04-24 10:55,法兴：英镑双底形态确认关注一季度GDP
据路透报道，在周日法国总统大选的首轮投票中，马克龙这位年轻的独立中间派候选人旗开得胜，将参加两周后的最后角逐，这无...,,2017-04-24 10:52,要想施展改革抱负 政坛“小鲜肉”马克龙还需要一场大胜
周一早间，法国大选首轮投票结果出炉，中间派马克宏夺得头筹，法国最危险的女人勒庞排名第二。在5月7日将举行的第二轮法国...,,2017-04-24 10:31,八大投行速评法国大选首轮结果及影响 怎么交易欧元？
法国总统大选首轮投票结果已经出炉，中间派总统候选人马克龙和极右翼民族主义者勒庞将携手进入第二轮投票，一决胜负。而马...,,2017-04-24 10:17,法国大选首轮未飞出黑天鹅 马克龙就此稳坐总统宝座？
周一，瑞穗银行撰文就日元后市走向进行分析。,,2017-04-24 10:06,瑞穗银行：朝鲜半岛局势料对日元构成支撑
据路透调查的分析师预计，瑞典央行4月27日将维持利率不变，因担心通胀尚未在目标附近趋稳，且全球政治仍充满不确定性。,,2017-04-24 09:25,调查：瑞典央行料维持利率不变 不急于收紧政策
据路透报道，民粹主义浪潮在去年猛烈冲击英国，接着又横扫大西洋彼岸的美国。现在，这股巨浪或已于周日在法国的海岸上退却...,,2017-04-24 08:54,马克龙杀入法国总统决选 民粹主义巨浪遇阻
据路透报道，欧洲央行管理委员会委员维斯科(Ignazio Visco)周六称，如果周日法国总统选举投票导致市场震荡，欧洲央行可以...,,2017-04-23 17:33,欧银管委：法大选后可资助银行但不能打压公债收益率
据路透报道，美联储副主席费希尔周五表示，联储今年仍有可能再升息两次，尽管近期公布的一些数据表现疲弱，例如通胀下滑。他...,美联储,2017-04-23 17:08,美联储副主席费希尔：预计今年还将加息两次
据路透报道，根据美国商品期货交易委员会(CFTC)周五的数据和路透计算，最近一周欧元净空仓增至3月中旬以来最高，因投机客...,,2017-04-23 16:29,CFTC数据：欧元净空仓升至3月中旬以来最高
北京时间周日（4月23日）14:00，法国2017年总统大选首轮投票开启。当天18:00，法国内政部将公布初步投票率数据及相关细节；2...,,2017-04-23 15:49,究竟谁能荣登法国总统宝座？四位主要候选人是何来历
2015年，美国时任总统奥巴马下令政府开始采取措施解除对伊朗的制裁，以履行美方在伊朗核问题全面协议中的承诺。而如今美国...,,2017-04-23 15:31,如果特朗普重新制裁伊朗 这些公司恐会遭殃！
下周（4月24日至4月30日）金融市场将迎来一系列重磅事件，法国第一轮总统大选结果的出炉、美国总统特朗普公布税改计划以及...,,2017-04-23 15:20,下周金融市场重磅事件及经济指标提醒
周日（4月23日）彭博报道指出 ，法国2017年总统大选首轮投票将开启，选举结果有可能会决定欧洲民粹主义浪潮的走向。,,2017-04-23 14:29,法国大选有多激烈？一张图就看出来了！
美银美林的首席投资策略师哈特内特（Michael Hartnett）认为，全球市场的命运最终还是掌握在央行的手中。,,2017-04-23 12:23,地缘风险上升市场却维稳 因有1万亿美元资产在支撑？
法国2017年总统选举第一轮投票将于4月23日举行，按照法国大选的规则，首轮投票中如有候选人得票超过50%，则可直接当选总统...,,2017-04-23 11:08,法国大选四强争霸究竟花落谁家？你需要这份观战指南
4月21日22:30至4月22日05:00汇市综述：欧元兑美元周五下跌，投资者为周日法国总统选举首轮投票作准备。民调显示，在法国总...,,2017-04-22 10:19,回顾周末晚间盘面 聚焦周日法国大选
外汇专家Boris Schlossberg周五对CNBC表示，如果法国大选中两位极端一些的候选人携手进入第二轮的话，欧元可能会来一个“...,外汇,2017-04-22 06:22,明日法国大选若勒庞和梅朗雄晋级 欧元将迎来燕式跳水
国际货币基金组织(IMF)拉加德周四表示，在本周日举行的法国总统大选中，倘若极右翼候选人勒庞表现良好，则会使形势变得混...,,2017-04-21 21:51,IMF主席拉加德：勒庞当选对欧盟是灾难性的
英国央行委员桑德斯周五指出，加息将是渐进、逐步的，且在适度的利率上升之后刺激仍将继续。,,2017-04-21 21:00,英国央行桑德斯：在适度的时候逐步加息
据路透周五报道，如果法国两个反欧盟候选人在周日选举中双双挺进决胜轮投票，欧盟没有为此准备特别计划。,,2017-04-21 20:51,注意！欧盟无法应对法国大选突遇爆冷
日本央行行长黑田东彦表示，虽然日本经济前景趋于好转，但通货膨胀仍缺乏动能，有必要让日本央行的大规模货币刺激政策再持...,,2017-04-21 19:41,黑田东彦：日本未见通胀复苏 仍将维持宽松政策
尽管第一季度诸多经济数据疲弱，但美联储对2%左右的经济增速预期依然抱有信心，今年一定会再加息两次。,美联储,2017-04-21 19:23,经济数据短暂疲软！美联储无意停下加息脚步
据Zerohedge报道，高盛证券在近日一份研究报告内表示，预计美联储在五月再度加息的机会将十分微小。,美联储,2017-04-21 18:51,高盛：美联储今年仍将再加息两次
法国总统大选是否会出现投资市场的另一只黑天鹅？周日的法国总统第一轮选举将会给予初步的答案。,,2017-04-21 18:09,四强争霸即将开启！市场静待悬念揭晓
尽管美元指数在美财长努钦发表关于税改的言论后，自低位有所反弹，然而显然并无法完全扭转市场对于其失守100大关后的看跌...,,2017-04-21 18:07,美元牛市怕是将要一去不复返了！
今日欧盘，美元兑加元震荡下跌，目前交投于1.3465附近，建议在1.3500附近布局美元兑加元的中长线空单，目前维持不变，看向于...,,2017-04-21 17:52,中线伏击：美元兑加元进入空单布局区域
法国总统大选第一轮投票将在下周日（4月23日）举行。选战本周进入冲刺阶段，11位候选人抓住最后机会争取说服更多摇摆选民。...,,2017-04-21 17:35,法国大选即将到来 各大投行提前展望结果
随着4月23日第一轮投票日的临近，2017年法国总统选举进入冲刺阶段。但时至今日，选情扑朔迷离，结果仍难预料。,,2017-04-21 17:19,法国大选各类情景模拟分析
本周日（4月23日），资本市场瞩目的法国总统大选第一轮就将上演。由于本届法国大选形势胶着，因此受到市场很大的关注，如果大...,,2017-04-21 17:08,详解法国总统大选四位候选人优劣势
北京时间周五16时30分，英国公布3月份季调后零售销售月率，表现大幅低于前值和预期，英镑兑美元短线跳水逾30点。,,2017-04-21 16:51,英国3月零售月率惨淡！经济前景敲响警钟
英国统计局北京时间周五(4月21日) 16:3 0公布了3月季调后零售销售月率为-1.8%，不及预期的-0.2%，前值为1.7%。,,2017-04-21 16:45,英国3月季调后零售销售月率不佳 英镑小幅下挫至日低
欧盟统计局北京时间周五(4月21日) 16:00公布了欧元区4月Markit制造业PMI初值。公布数据显示，欧元区4月Markit制造业PMI初...,,2017-04-21 16:30,欧元区4月综合PMI创新高 商业活动增速创近六年来最快
英国首相特雷莎·梅本周意外宣布，英国将于6月8日提前举行大选。,,2017-04-21 16:23,欧盟无意让步！英国提前大选算盘或将落空
周五公布的一份调查显示，欧元区经济进入第二季持续强劲增长，新订单保持强劲，企业活动扩张速度创下六年来最快。,,2017-04-21 16:10,欧元区4月综合PMI初值创六年最高  欧元反应平淡
据路透报道，如果极右翼的勒庞爆冷赢得法国总统选举，可能引发银行业资金危机。这对于欧元工程的破坏力将甚于她上任后可能...,,2017-04-21 15:58,若勒庞逆袭赢得法国大选 恐引发银行业资金危机
周五(4月21日)亚太时段，韩元兑美元升至1周高位，本交易日韩元兑美元于韩国当地市场收报1133.6，较上一交易日（周四）收盘价...,,2017-04-21 15:58,韩元韩股今日双双走高
在上月废除奥巴马医改失败后，似乎一切又有了新的好转迹象。美国财政部长史蒂文·努钦（Steven Mnuchin）周四（4月20日）表示...,,2017-04-21 15:50,美国财长：“医改”又有新的好转迹象
彭博分析师 Chikako Mogi周五表示，由于在4月23日法国第一轮大选前，英镑兑美元大幅上涨且美元走弱，欧元兑美元有望录得近...,,2017-04-21 15:44,法国大选倒计时之际！欧元有望收获三个月最大周涨幅
据彭博社报道，美联储周四(4月20日) 对德意志银行（Deutsche Bank）开出了两笔总额接近157亿美元的罚单。,美联储,2017-04-21 14:54,德银又被美联储盯上了 这次罚单高达1.57亿美元
周五亚市尾盘，美元兑加元震荡下跌，现交投于1.3460附近。,,2017-04-21 14:47,花旗银行：预计加拿大CPI将推动加元走高
周五亚盘，纽元兑美元快速回落后开始反弹，目前交投于0.7000附近。,,2017-04-21 14:30,荷兰银行：预计纽联储5月仍将维稳利率
据路透调查显示，即便实施财政刺激举措并对税法进行修改，美国今明两年的经济增长率都难以达到新政府设定的3%目标。,,2017-04-21 14:06,今明两年美国经济增长难达3%目标 刺激政策作用存疑
4月份以来有关美联储缩表的讨论出现在各大媒体，美联储官网近日发布了题为“联邦储备证券持有对长期利率的影响”的研究文...,美联储,2017-04-21 13:59,QE效用会在10年内逐步消散？美联储解读缩表冲击
周日(4月23日)法国大选将迎来第一轮投票，意味着又一个潜在的“黑天鹅”事件拉开序幕。那么这次大选欧元将作何反应？,,2017-04-21 13:46,法国大选在即 欧元将作何反应？
周五亚市美元指数围绕99.800窄幅窄幅震荡，英镑兑美元小幅拉升至1.2813附近，欧元在1.0716上方蓄势整理。大华银行(UOB)对...,,2017-04-21 13:46,大华银行：英镑继续看涨 美元/日元底部形成
据路透报道，货币市场利率走势显示，投资者不再认为直 到2018年3月欧洲央行会有一次升息；而就在一个月前，他们还抱持这一...,,2017-04-21 13:30,投资者态度大转变 不再认为欧洲央行会在明年初加息
据路透报道，周五（4月21日）亚市早盘，人民币兑美元即期震荡反弹，无视中间价继续调整。交易员称，由于周末法国将举行大选，而...,,2017-04-21 12:26,人民币早盘震荡反弹 法国大选在即部分头寸离场
回想起去年金融市场两大黑天鹅——英国退欧和特朗普当选美国总统引发的市场巨震相信不少投资者们依旧心有余悸，而今年又一...,,2017-04-21 12:09,法国大选“黑天鹅”振翅欲飞 巴黎恐袭搅局再添阴云
今年3月美联储宣布加息25个基点，当月公布的预测中值显示，美联储官员预计今明两年将各加息三次，也就是说，今年还会加息两...,美联储,2017-04-21 11:39,美联储三次加息悬了？究竟该相信数据还是官员讲话
距离周日（4月23日）的法国总统大选首轮投票的日子仅剩两天时间，金融市场的不安情绪开始蔓延。市场研究公司Lindsey Group...,,2017-04-21 11:00,分析师：勒庞和梅朗雄不论谁胜选 都可能引发市场巨震
近期不尽如人意的美国经济数据给美联储今年是否会如期继续加息两次注入了一些不确定性。,美联储,2017-04-21 11:00,市场开始质疑美联储今年能否完成三次加息
据路透对主要分析师的调查显示，随着核心通胀率最终上升，全球经济形势正处在全面好转当中，但依然面临贸易保护主义的威胁...,,2017-04-21 10:43,调查：全球经济形势全面好转 但贸易保护主义担忧仍存
周五亚市早盘，美元/日元震荡回落维持在109.00上方，分析认为，地缘政治风险消散，美元兑日元已回到上升趋势。,,2017-04-21 10:33,丹斯克：美元/日元重拾升势 反弹目标114
市场聚焦本周日的法国大选，研究机构Lindsey Group分析师布科瓦(Peter Boockvar)评论称，如果大选出现黑天鹅事件，法国或...,,2017-04-21 10:15,法国大选一旦出现黑天鹅  料重新引入法郎与欧元挂钩
4月23日，法国总统大选首轮投票就将拉开序幕，全球资本市场已经绷紧了神经。由于近期极左翼候选人梅朗雄的异军突起，打破了...,,2017-04-21 10:09,若勒庞胜选将加剧欧元区分裂风险 欧元恐跌至平价
周五，知名外汇网站FXStreet分析师Matias Salord撰文对欧元/美元走势作出简要分析。,外汇,2017-04-21 10:05,今日欧元/美元最新技术面分析
峰回路转，即便英国退欧，英镑还是跟打了枪药一样疯狂反扑，也许会有二次公投，也许早已消化退欧的消极影响，总之英镑空头也...,,2017-04-21 10:03,法兴：英镑空头已事不可为 美/日105可多
周五亚市早盘欧元为傲1. 0716一带窄幅震荡，法国第一轮大选投票将在本周日举行，投资者似乎并不担心法国大选，但美银美林...,,2017-04-21 09:59,美银：法国大选可能出现的两种利空结果
作为商品货币，纽元一直受新西兰乳制品价格制约，随着近期乳制品价格拍卖价价格走高，该国通胀也表现良好，预计新西兰联储...,,2017-04-21 09:53,荷兰银行：乳制品携手通胀助纽元更“牛”？
周五早间，欧元/美元汇率稳定在三周高点之下，因投资者安静地等待本周末的首轮法国大选。,,2017-04-21 09:49,欧元维稳 市场静观周日法国大选
周五亚市美元兑日元小幅走弱，刷新日内低点至109.20，跌幅约0.12%，早间公布的日本4月Markit造业采购经理人指数(PMI)初值...,,2017-04-21 09:43,美元/日元是技术假突破？长期依然有筑底迹象
周五公布的一项调查初值显示，日本4月制造业活动以更快的速度扩张，因出口订单激增，进一步显示全球需求强劲。,,2017-04-21 09:32,日本4月制造业PMI初值升至52.8 因出口订单激增
据路透报道，德国财长朔伊布勒称，欧洲央行和其它央行效仿美联储撤出超宽松货币政策是不错的主意。,美联储,2017-04-21 09:11,德国财长敦促欧洲央行退出宽松货币政策
据彭博社周四报道，日本央行行长黑田东彦在接受采访时表示，日本央行将继续保持非常宽松的货币政策，当前的资产购买计划还...,,2017-04-21 06:06,黑田东彦：日本央行当前购债速度会持续一段时间
当地时间周四，美联储(fed)前主席艾伦?格林斯潘(Alan Greenspan)对CNBC表示，摆脱多德-弗兰克(dodd - frank)金融监管法案...,美联储,2017-04-20 23:48,格林斯潘力挺摆脱多德弗兰克法案 称这是美股向上动力
经济学家大卫·威廉姆斯写了一篇有趣的文章，他提出，特朗普可能会打开“美联储内部”，并欺凌美联储，让他们印钱。,美联储,2017-04-20 23:41,特朗普或会拿起技术官僚的棒子 强迫美联储印钞
据媒体报道，国务院新闻办公室在周四(4月20日)举行的新闻发布会上表示，当前愿意持有人民币资产的境外机构越来越多，对于...,外汇,2017-04-20 21:04,外汇局：人民币受海外欢迎凸显大国风范
达拉斯联储主席卡普兰表示，美联储可以在今年晚些时候或明年初缩减资产负债表，但应该逐步进行，且在开始缩表前的两到三个...,美联储,2017-04-20 20:57,美联储卡普兰：美联储或将在今年年底开始缩表
美国劳工部周四公布的数据显示，美国截至4月15日当周初请失业金人数略微上升至24.4万，这表明美国劳动力市场依然强劲。,,2017-04-20 20:50,美国初请失业金人数24.4万！劳动力市场表现依然强劲
周四(4月20日)，FXStreet金融市场分析师Haresh Menghani撰文就日内英镑走势作出技术前瞻。他认为，在经过昨天短暂的调整后...,,2017-04-20 20:21,FXStreet：英镑持稳于1.28上方
日本财务大臣麻生太郎称，日本糟糕的财政问题没有特效药，打消了央行将通过直接撒钱或直接债务融资来提供政府财政资金的...,,2017-04-20 20:18,麻生太郎：日本经济复苏或将上调消费税
路透社援引分析人士观点称，中国等亚洲新兴经济体即将陷入“未富先老”困境。据悉，在接受CNBC采访时，分析人士认为 亚洲人口...,,2017-04-20 20:10,中国等新兴经济体或将陷入“未富先老”困境
据彭博报道，美联储副主席费希尔（Stanley Fischer）周四(4月20日) 表示，当前的全球经济可以应对美国逐步收紧货币政策所产...,美联储,2017-04-20 20:03,美联储：其他经济体能够更好地应对美国加息
周四(4月20日)，勒庞支持率下滑2.5个百分点至22.5%，三大因素均利好欧元兑美元。另外，日内基准的德国十年期国债收益率暴涨...,,2017-04-20 19:42,勒庞支持率下降持续推动欧元兑美元走强
人民币兑美元即期周四小幅收升，中间价则明显回落。截止收盘，在岸人民币兑美元报6.8835，较上一交易日上涨38点。,,2017-04-20 18:20,英镑大涨欧元走高！人民币受益小幅上涨
今日欧盘，欧元兑美元强势上涨，最高触及1.0775后稍有回落，目前交投于1.0765附近。,,2017-04-20 18:11,中线伏击：欧元兑美元或将在1.0440企稳
墨西哥比索周三触及了两周新低，因美国总统特朗普的评论重燃了有关对墨西哥实行强烈贸易保护主义政策的预期。,,2017-04-20 17:42,墨西哥比索延续跌势 因贸易担忧重现
对于周末首轮投票前后市场可能出现的几类情况。野村认为，市场在选举前几个星期已经开始做出反应，对冲资金给欧元造成压力...,,2017-04-20 17:39,野村：欧元波动率不及退欧 黑天鹅概率较小
本周六（4月23日）法国首轮总统大选将举行。无论是极右翼国民阵线总统候选人玛丽娜·勒庞，还是“前进”运动主席埃马纽埃尔·马...,,2017-04-20 17:38,法国大选相关货币对走势分析
周四(4月20日)欧市早盘，欧元/美元持续攀升，最高触及1.0758，为3月30日以来的高位。两位欧洲市场交易员表示，1.0740上方的...,,2017-04-20 17:23,欧/美创近三周新高 且看投行如何评论
自去年6月公投后，英国的脱欧道路到目前为止还算比较平稳。自去年6月决定脱欧后，英镑兑美元的汇率从公投前的1.50暴跌至1...,,2017-04-20 17:10,英国脱欧或将伤及无辜
美国总统特朗普在竞选时承诺的税改政策已让市场等待良久，可能在有所发展前胎死腹中。,,2017-04-20 16:42,别等特朗普了！市场已经开始消化税改失败的可能性
据英国《金融时报》报道，英国前首相梅杰(John Major)周四(4月20日)在接受采访时表示，脱欧会损害英国的政治和经济影响力。...,,2017-04-20 16:34,英国前首相：脱欧将损害英国政治地位，削弱经济发展
北京时间周四(4月20日)，大华银行(UOB)发布汇市分析报告，对欧元兑美元、英镑兑美元、澳元兑美元、纽元兑美元和美元兑日元的...,,2017-04-20 16:18,欧元、英镑、澳元、纽元和日元交易策略
英国脱欧、法国大选……欧元区2017年政治风险事件频发。据路透调查显示，如果欧元区政治状况能够维持不变，欧元区经济增长将...,,2017-04-20 16:06,路透调查：欧元区经济增长稳定但温和 前提是政治稳定
本周日（4月23日）即将迎来法国大选第一轮的公投，作为一名资深的外汇市场投资者或是一位初涉汇市的新手，有没有做好围观这...,"外汇市场,外汇",2017-04-20 15:51,法国大选围观指南
据CNBC报道，英国首相梅周二宣布提前举行大选后，英镑未见下跌反而走升。,,2017-04-20 15:43,英镑只是昙花一现？提前大选并不能推升英镑
新西兰一季度消费者物价指数年率意外加速上涨2.2%，为2011年以来最高，提升了新西兰联储加息的概率。,,2017-04-20 15:04,新西兰一季度通胀飙升！纽联储仍保持相对谨慎
周四(4月20日)亚太时段，除了纽元因CPI数据表现良好得到提振以外，多数新兴亚币兑美元下跌，以印尼盾领衔跌势。目前印尼盾...,,2017-04-20 14:45,亚市印尼盾带领多数亚币表现疲软
周四（4月20日）纽元兑美元震荡攀高，因之前公布的数据显示，新西兰第一季消费者物价指数(CPI)较上年同期上升2.2%，升幅为五...,,2017-04-20 14:36,经济数据良好 澳纽表现缺“大相径庭”
当前澳大利亚陷入了一种困境，那就是一种关键大宗商品的出口与货币之间呈现不一致的趋势，这种状况让该国经济承压。,,2017-04-20 14:34,中国铁矿石需求减弱下 澳元的异常表现
根据日本政府日前发布数据显示，日本经济复苏迹象明显。在路透短观调查中显示，日本4月制造业信心连续第八个月上升，升至2...,,2017-04-20 14:25,日本制造业信心升至近10年来最高
路透援引受访的分析师观点称，澳洲经济今明两年料缓慢加速。这意味着澳洲这个资源丰富的国家有望打破荷兰在现代历史上创...,,2017-04-20 14:13,路透调查：澳洲经济或将打破全球最长连增纪录
2008年金融海啸爆发以来，美国公共债务显著上升。目前，美国公共债务占国内生产总值(GDP)的比重达到105%。由此，IMF官员表示...,美联储,2017-04-20 14:11,IMF：美联储缩表需谨慎 避免引起市场恐慌
据路透报道，股票、债券收益率和美元在下跌， 收益率曲线在趋平，而英镑在上涨。在2016年出现的、本应标志着全球市场转折点的...,,2017-04-20 13:51,美元和股市齐下跌 通货再膨胀交易以惊人速度熄火
今天上午，国务院新闻办公室举行新闻发布会，国家外汇管理局新闻发言人、国际收支司司长王春英在会上介绍，今年以来中国跨...,外汇,2017-04-20 13:32,外汇局官员:中国外汇储备充裕 有能力维护收支平稳
自美国总统特朗普表示美元“太强”，乐见美联储将利率维持在低位的言论以来，美元指数持续承压下行。本周三，美元曾一度跌至...,美联储,2017-04-20 13:20,牛市行情就此终结？这一关键趋势线或决定美元命运
周三，世界黄金协会印度地区总经理Somasundaram PR接受路透专访时表示，卢比升值令黄金在印度更具吸引力。,,2017-04-20 13:04,卢比升值令黄金在印度更具吸引力！
