description,label,releasetime,title
周二亚市早盘，英镑兑美元交投于1.25590一带，外汇网站FXStreet分析师Matias Salord对英镑/美元分析称，澳元只要本周站稳...,外汇,2017-04-18 10:20,本周英镑多头能否翻身 只需关注两个关键位
刚刚公布的澳联储纪要显示，澳联储对于澳元走高和就业市场低迷感到纠结，声称评估后会在必要时准备采取更进一步行动。澳元...,,2017-04-18 10:01,澳联储纪要唱“鸽” 澳元/美元高位滑落
周二早间，澳洲联储发布4月份货币政策会议纪要，维持1.5%利率不变，劳动力市场略微弱于预期，房地产市场及家庭债务风险攀升...,,2017-04-18 09:59,澳洲联储4月纪要：房地产市场风险攀升 澳元短线跳水
花旗(Citi)研究团队周二(4月18日)对欧元和英镑的后市表现进行分析称，随着法国大选的临近，投资者可能不愿在此刻建仓。,,2017-04-18 09:49,花旗：法国大选临近 欧元、英镑有进一步下行空间
针对美财政部未将中国列入货币操纵之列，中国央行大连市中心支行日韩经济金融研究小组成员周子炜称，未来汇率问题仍是中...,,2017-04-18 09:39,虽然没贴上汇率操纵标签 预计中国短期难脱“关注名单”
据英国《金融时报》报道，美国财政部长努钦在接受FT采访时表示，在与国会在医改法案上的谈判受挫之后，特朗普政府的税收改革...,,2017-04-18 06:40,夜盘综述:美财长称强美元是好事 朝鲜誓言要不停试射
经济棱镜（Economic Prism）的MN Gordon撰文称，经济废话真是一打一打的。举个例子，美联储耶伦认为我们现在有一个健康的经...,美联储,2017-04-18 06:36,“我们的经济相当健康”是耶伦说的最废的废话
根据英国《金融时报》周一的报道，美国财政部长努钦在接受FT采访时表示，在与国会在医改法案上的谈判受挫之后，特朗普政府的...,,2017-04-18 05:34,美国财长努钦:税改可能推迟 强势美元长期看是好事
美联储6月加息的可能性突然下滑，加息的理由正在消失。据泵博社世界利率概率数据，市场定价的美联储6月加息预期已经从仅仅...,美联储,2017-04-18 03:43,美联储加息的理由正在消失
劳埃德银行（Lloyds Bank）周一(4月17日) 发布汇市分析报告称，纽元兑美元年底看向0.67。,,2017-04-17 21:58,劳埃德银行：纽元兑美元年底看向0.67
知名财经网站Forexlive分析师Littlestone周一(4月17日) 撰文称，法国大选在即欧元波动性创近一年来最高，以下油三种情况...,,2017-04-17 21:40,勒庞当选概率有多大？欧元会受到怎样冲击？
由于法国大选面临民粹主义获胜的风险，欧元的波动率近期飙升。尽管这一概率并不是很大，但投资者仍然表现出了紧张的情绪。...,,2017-04-17 21:34,法国大选日益临近！欧元波动率迅速飙升
土耳其副总理Mehmet Simsek在土耳其宪法公投后表示，土耳其不太可能为了加快向总统制转移的速度而提前举行大选，他的言论...,,2017-04-17 21:17,土耳其大选如期举行！里拉逐渐走强
布朗兄弟哈里曼银行(BBH)分析师周一(4月17日)发表观点称，毫无疑问，本周市场的主要焦点就是法国大选，因为目前很难说谁更...,,2017-04-17 21:11,BBH：法国大选现在是市场的主要焦点
周一(4月17日)，FXStreet金融市场分析师Haresh Menghani称，英镑可能会延续反弹至1.2590。,,2017-04-17 20:47,FXStreet：英镑将延续反弹至1.2590
备受尊敬的前南非财长戈尔丹(Pravin Gordhan)被撤换，再加上南非国内的情况不稳定可能会迫使南非总统祖马提前“下课”，使...,,2017-04-17 20:42,南非信用评级被降为垃圾级
美国总统特朗普认为美元太强，并决定不将中国列为货币操纵国，这两个因素支持了让人民币兑美元维持稳定，并兑其他几乎大部...,,2017-04-17 19:40,CFETS人民币指数今年仍将继续下跌
东京三菱日联银行(BTMU)分析师近日公布外汇策略研究报告称，受美国总统特朗普(Donald Trump)进一步口头干预影响，美元受...,外汇,2017-04-17 19:36,BTMU：特朗普口头干预难以真正扭转美元走势
朝鲜半岛紧张情势升高，推升避险货币日元持续走高，渣打国际商业银行财富管理处负责人傅敏仪表示，在避险需求支撑下，短期...,,2017-04-17 19:29,渣打银行：避险情绪或推升日元至105关口
在反腐大剧《人民的名义》第一集，一个北京某部位的小科长在家中查出近2亿的赃款，令人触目惊心，当然这也是根据真实故事改...,,2017-04-17 18:54,非州版“人民的名义”：现场查获4300万美金贪污款
据美联社报道，美国商务部长威尔伯·罗斯（Wilbur L. Ross）周一(4月17日)在参加IMF和世界银行（World Bank）春季会议前夕表...,,2017-04-17 18:36,美国商务部长怼IMF——你们所说的就是“胡扯”
劳埃德银行（Lloyds Bank）周一(4月17日) 发布汇市分析报告称，料澳元兑美元到2017年底将升至0.81关口。,,2017-04-17 18:12,劳埃德银行：澳/美今年底将升至0.81关口
据美联社报道，美国副总统迈克·彭斯(Mike Pence)周一(4月17日)来访亚洲，他的第一站定在了韩国。,,2017-04-17 18:06,美国副总统：朝鲜不要考验美国的决心，忍耐有限！
据印度时报报道，银都目前90%以上的ATM机接近“瘫痪”，这在距离印度去年底发“废钞运动”已过去近五个月了。,,2017-04-17 18:01,印度九成以上ATM机空空如也
由于法国大选面临民粹主义胜利的风险，欧元的波动率飙升。尽管这一概率并不是很大，但投资者仍然表现出了紧张的迹象。目前...,,2017-04-17 17:52,欧/美小幅飙升 法国大选前还有多大的波动？
美国总统特朗普近期多次强调美元太强，更是明显意图拉低美元汇价、提振美国的出口竞争力，但恐怕没发现到的是，美元汇价的...,,2017-04-17 17:36,历史经验告诉我们！美元走低将带领美股下跌
据路透社援引一名美国政府高级官员士称，特朗普将提名凯雷集团（Carlyle Group）合伙人R?andal Quarles为美联储副主席。,美联储,2017-04-17 17:26,全球最大私募机构合伙人将被提名为美联储副主席
今日欧盘，欧元兑美元冲高至1.0650后回落，目前交投于1.0625附近。建议在1.0630-1.0650做空欧元兑美元，止损1.0680，目标1....,,2017-04-17 17:20,短线速递：欧元兑美元已无限接近底部
中国国家统计局周一(4月17日)公布的数据显示，中国第一季度GDP同比增长6.9%，市场预期为6.8%。中国1-3月城镇固定资产投资...,,2017-04-17 17:10,国家统计局：要让更多资本、资源回归实体经济
劳埃德银行（Lloyds Bank）周一(4月17日) 对欧元走势进行了分析展望。该行认为，欧元中期被低估，“公允价值”位于1.20，年末将...,,2017-04-17 17:06,劳埃德银行：欧元年末将测试1.10，2018年末升至1.13
美国3月的零售销售数据连续第二个月减少，消费者物价指数(CPI)在一年来首次呈现下降，显示出第一季度的经济增长动能下降...,,2017-04-17 16:24,美国经济增长悬了？通胀和零售数据集体疲软
据悉，第一轮法国大选将于4月23日举行，从近期的民调结果来看，目前选情十分的胶着。不仅如此，据法国民调机构Ifop调查显示...,,2017-04-17 16:09,法国大选对如何影响欧元走势？
美国财政部14日发布的国际经济和汇率政策报告指出，包括中国在内的美国主要交易伙伴并未操纵货币汇率。专家认为，这对中美...,,2017-04-17 16:01,中国并非汇率操纵！人民币终将回归基本面
美国总统特朗普曾经在总统大选期间内，屡次抨击中国、日本、德国刻意压低汇价、伤害美国的出口竞争力，但是市场人士对此直言...,,2017-04-17 15:41,贼喊捉贼？特朗普才是最大的汇率操纵者
野村证券表示，日内公布的一系列强于预期的经济数据显示，中国经济增长动能仍具有弹性，因此上调2017年增长目标至6.7%。,,2017-04-17 15:27,野村证券：上调中国2017年GDP增速至6.7%
富国银行(Wells Fargo)研究团队周一(4月17日)表示，全球经济前景已持续改善，但部分不确定性犹存，特别是与全球贸易相关。...,,2017-04-17 15:20,富国银行：不确定性或成全球经济回暖的绊脚石
美国上周五公布经济数据，在通胀意外下降，而零售销售也表现不佳的情况，分析师下调6月的加息机率。,美联储,2017-04-17 15:16,BK：美联储六月不会加息 美元或进一步走弱
据彭博社报道，经合组织（OECD）日本和韩国问题首席经济学家兰德尔·琼斯(Del Jones)周一(4月17日) 表示，日本经济从2012年...,,2017-04-17 15:11,经合组织：当前日本经济喜忧参半
据日本共同社报道，日本央行行长黑田东彦周一(4月17日) 在信托协会年会上发表讲话称，预计日本CPI增幅将向2%的价格目标提...,,2017-04-17 14:49,日本CPI增幅向2%的价格目标提高依旧任重道远
上周，美国对叙利亚进行导弹袭击后，其动作频频，阿富汗等地区的地缘局势再度升级，现货黄金和日元等避险资产受到投资者追...,,2017-04-17 14:38,美元惨遭唾弃！避险资产备受追捧
周一（4月17日）距离法国大选仅剩一周的时间，但选情依旧不是很明朗，据最新消息数据显示，目前近40%仍然未明确他们的选票将...,,2017-04-17 14:28,法国大选之日 欧元“审判”之时
本周日（4月23日）法国大选迎来首轮投票，而目前选情仍不是很明朗，欧元兑美元走势低迷，未能有效脱离近一个月低位 。上周五...,,2017-04-17 14:28,法国大选倒计时 欧元命运究竟会如何？
周一（4月17日）亚市午后，澳元兑美元微幅震荡上扬，交投于0.7587附近。这一年来，澳元兑美元 未能摆脱大区间震荡的走势，且料...,,2017-04-17 14:28,技术分析：澳/美料延续大区间震荡 强阻力在0.7750
据路透报道，亚洲货币周一上涨，因美股和美国公债收益率下滑令美元保持区间震荡的走势，并且令亚洲货币相对更具吸引力。,,2017-04-17 14:18,亚洲货币在美元动能减退后上涨 菲律宾披索削减涨幅
据路透报道，周一（4月17日）亚市早盘，人民币兑美元即期随中间价小跌。交易员称，虽然中间价依旧小幅过滤，彰显淡化贬值预期...,,2017-04-17 13:45,人民币早盘随中间价小跌 短期汇价料仍无明显方向
周一，AceTrader外汇分析团队撰文对欧元/美元日内的交易策略进行简要的分析。,外汇,2017-04-17 13:16,今日欧元/美元最新技术面分析
周一（4月17日）亚市盘中，受上周五疲软经济数据以及地缘政治风险加剧的影响，美元指数延续弱势，交投于100.36附近。值得注意...,,2017-04-17 12:11,避险恐慌充斥金融市场 法国大选倒计时恐再引爆行情
据路透报道，美国财政部的最新汇率报告未将亚洲国家认定为汇率操纵国，但特朗普坚称美国政府将寻求解决贸易失衡问题，因此...,,2017-04-17 11:24,亚洲经济体逃过“汇率操纵国”标签 但需警惕贸易摩擦
上周美国总统特朗普(Donald Trump)再次炮轰强势美元，美元应声而下，美元指数周线重挫近1%，金价则大涨逼近1300大关。不过...,,2017-04-17 11:14,特朗普炮轰强势美元 三大关联资产或渔翁得利！
系列的天气因素导致美国三月份的就业报告不尽如人意。你可能会想：这份报告对美联储未来的决策究竟意味着什么？,美联储,2017-04-17 11:11,面对错综复杂的局势 美联储接下来会有何动作？
距离印度实行“废钞令”已经过去5个月了，印度民众却依然面临着银行和ATM机现金短缺的困境。,,2017-04-17 10:34,废钞5个月 印度ATM机现金枯竭率依然超90%
据路透报道，上周“习特会”后宣布的百日贸易谈判计划，旨在解决数十年来颇为棘手的贸易问题，但一些美国企业领导担心，谈判...,,2017-04-17 10:31,美国商界担心中美百日贸易谈判结果浮于表面
上周美国公布的3月CPI通胀与零售数据双双爆冷，令刚刚有所回暖的美元指数承压下挫。BK Asset Management董事总经理Kathy...,美联储,2017-04-17 09:39,BK：数据疲软美联储6月难加息 美元料持续走低
据路透报道，美国3月零售销售连续第二个月减少，消费者物价逾一年来首次下降，凸显第一季经济成长动能下降的程度。,,2017-04-17 09:07,美零售销售和通胀数据均欠佳 第一季经济增长动能不足
据路透报道，周一（4月17日）亚市盘初，美元兑日圆跌至五个月低位，因朝鲜(北韩)紧张情势升高，令避险货币日圆需求不坠。,,2017-04-17 09:02,美元兑日元跌至五个月低位 因朝鲜紧张情势升高
周一，布朗兄弟哈里曼银行分析师撰文就美元的后市表现进行分析，预计美元在未来几日可能进一步下滑。,,2017-04-17 08:12,BBH：未来几日内美元指数会进一步下跌
近日，兴证宏观撰文指出， 地缘政治事态不断升级，本周市场避险情绪大幅攀升；全球再通胀预期或面临降温风险。,,2017-04-16 16:31,地缘事态升级 再通胀或面临降温
据新华网报道，网络安全专家表示，自称“影子中间人”的黑客团体14日曝光的一批档案文件显示，美国国安局曾入侵环球银行间金...,,2017-04-16 14:59,史上最严重爆料：美国安局或入侵中东金融系统
近日，美国总统特朗普(Donald Trump)再次提起“美元过于强劲”，特朗普似乎很想推动美元走低，但其实他大可不必如此浪费唇舌...,,2017-04-16 12:20,特朗普痛批“美元过强”实为多此一举
近期四大行公布的2016年年报显示，四大行机构总数出现近六年来首次下滑，与此同时，电子渠道对网点业务的替代率达到90%以...,,2017-04-16 11:44,中国四大行机构总数六年来首降 线上替代率已超90%
据新加坡《联合早报》16日报道，英国政府3月底向欧盟递交信函，确定了英国的“脱欧”立场。然而，前方的道路并不明确，民众、企业...,,2017-04-16 10:00,英国脱欧前路漫漫 贬值英镑让民众生活蒙上阴影
从2008年金融危机以来，美国股市不仅脱离了低谷，还花了8年时间走出一个慢牛市。这在习惯了A股上蹿下跳的我国投资者眼中，...,,2017-04-15 15:04,走进美国——美国人是如何理财的？
据路透社报道，瑞士信贷（Credit Suisse）首席执行官Tidjane Thiam和该银行董事会在日前表示将削减他们的奖金40%。,,2017-04-15 14:47,瑞士信贷高层在股东大会前夕削减奖金40%
据中国央行发布数据显示，我国一季度房地产开发贷款和个人住房贷款增速双双回落。央行调查统计司司长阮健弘表示，第一季度...,,2017-04-15 14:39,央行公布数据显示我国一季度房贷和个贷增速双双回落
据彭博社报道，《巴伦周刊》日前发表观点称，尽管美联储FOMC三月会议纪要显示，官员正考虑如何开始缩表，但我们认为债券投资...,美联储,2017-04-15 14:15,巴伦周刊：投资者无需对美联储缩表感到恐慌
据路透消息，距离法国总统大选第一轮投票日还有9天时间，但是有高达1/3的选民可能回选择放弃投票。,,2017-04-15 13:16,法国大选或将出现“没人投票”的戏剧性一幕
富国银行（WELLS FARGO）周六（4月15日）发表观点称，美国官方发布的经济数据并不好，我们预计，2017年美国经济平均增速将达到...,,2017-04-15 10:53,富国银行：美国经济增速料达2.3%，预计6月加息
据美国劳工部发布的数据显示，美国3月季调后CPI月率下降0.3%，这是自2016年2月以来首次下降，3月零售数据连续两个月下滑。...,美联储,2017-04-15 10:44,美国最差核心CPI月率出炉 美联储加息路在何方？
美国商品期货交易委员会(cftc)在当地时间周五发布了截止4月11日的每周的交易员持仓报告，本次报告显示，出于英国开启退欧...,,2017-04-15 06:39,CFTC持仓:投机者再空英镑欧元 黄金净多头创数月新高
在美国轰炸阿富汗以及朝鲜官员强硬的言论之后，从东京到莫斯科的股票周五下跌了，日元上涨了。全球市场交投清淡，因为周五...,,2017-04-15 04:47,地缘政治危机大爆发下 谁赢了 谁输了
中国银行业在3月份的信贷量出人意料地较前一个月下降，源于政府正在试图控制债务爆炸性增长带来的风险，以及抑制房地产市...,,2017-04-14 23:49,中国影子银行3月再抬头 家庭贷款激增凸显楼市火热
美国3月CPI表现太差了，差到可能会让特朗普的“阴谋”得逞，差到让美联储短期内加不了息。,美联储,2017-04-14 23:09,通货再膨胀正式流产:核心CPI坍塌 加息只能呵呵哒了
美东时间上午10点发布的数据显示，美国2月商业库存增加0.3%，但扣除汽车后的零售类库存连续第二个月持平，这意味着存货投...,,2017-04-14 22:46,美国2月商业库存增加但零售库存数据不佳 GDP或受拖累
周五晚间公布的美国3月CPI数据明显不及预期，3月零售销售基本符合预期，由于受到复活节假期影响，市场反应比较温和。,,2017-04-14 20:59,美国3月通胀数据低迷！今年加息次数恐成疑
根据英国商业协会的报告，英国一些经济重地的公司已经在招工方面遭遇困境，英国退欧将令其雪上加霜。,,2017-04-14 20:04,退欧影响显现！英国企业陷入招工窘境
距离法国总统大选首轮投票仅剩九天的时间，目前局势还不明朗，各候选人间的竞争也更加白热化。,,2017-04-14 19:43,法国大选日趋白热化 梅朗雄支持率上升最快
人民币兑美元即期周五(4月14日)小幅收跌，延续窄幅区间波动。交易员称，今日中间价出现明显的过滤，维持汇率基本稳定意图明...,,2017-04-14 19:39,日内人民币小幅收跌 关注晚间美国3月CPI数据
美元已经被美国总统特朗普的口头干预进一步削弱，下一步会做什么呢？三菱东京日联银行（BTMU）周五(4月14日)发表观点称，我...,,2017-04-14 19:33,BTMU：没有什么能够阻挡美元上升
"法国总统候选人勒庞(Marine Le Pen)的经济顾问本周三表示，假如法国退出欧盟，新的法郎可能至多贬值10%, 而银行将被要求...",,2017-04-14 18:57,勒庞顾问称若法国退欧 新法郎将对欧元下跌
本周，特朗普接受了《华尔街日报》的采访，没有排除耶伦明年获得另外四年任期的可能，这令市场感到惊讶。不过实际上，这也不足...,,2017-04-14 18:02,特朗普和耶伦化敌为友？耶伦连任有望
法国外贸银行(Natixis)的研究分析师Nordine Naam周四(4月13日)撰文表示，由于美韩和美俄之间的地缘政治风险引发的避险情...,,2017-04-14 18:01,法国外贸银行：地缘风险将导致日元持续上涨
由于复活节假期影响，欧元兑美元窄幅震荡，目前交投于1.0620附近。?预计前低1.0360将再次受到考验，但最终汇价将开启大级别...,,2017-04-14 17:51,长线展望：欧元兑美元或将再次考验前低
周五(4月14日)欧市盘中，美元/日元小幅下跌，交投于108.89附近，日内最低跌至108.70 。今日西方多国因耶稣遇难日休市，不过...,,2017-04-14 17:27,美国银行：警惕地缘政局风险 日元多头或要行动了
自朴槿惠下台后，韩国总统人选就备受关注，目前距离5月9日的韩国大选已经不到25天了，各政党总统候选人都积极展开了政治活...,,2017-04-14 17:26,韩国大选时间表正式公布 拉票大战下周上演
国外外汇网站FXStreet分析师Dhwani Mehta周五表示，由于避险情绪的强化，投资者纷纷涌向日元等避险资产。,外汇,2017-04-14 16:38,FXStreet：避险情绪升温 美日持续承压
按照惯例，日本企业每到春天就会进行春季劳资谈判，当然今年劳资之间也是一场激烈的加薪谈判。,,2017-04-14 16:32,中国经济低迷 为什么白领工资却蹭蹭直上？
据路透社援引知情人士消息，总部设于纽约的多资产经纪商EM4X其周四(4月13日)宣布将在伦敦成立一个新的外汇数据中心，以便...,外汇,2017-04-14 16:31,多资产经纪商EM4X将布局伦敦业务
本周特朗普对人民币汇率态度 发生惊人逆转，他12日表示，美国不会在财政部半年度报告中将中国贴上“汇率操纵国”标签，他明...,,2017-04-14 16:17,特朗普对人民币汇率态度大逆转或引发国内反弹
据路透报道，消息人士称，日本央行（BOJ）下次召开货币政策会议时，对经济的看法可能较上月更为乐观，因为强劲的出口和工厂产...,,2017-04-14 16:04,日本央行4月决议料维稳不变并上调经济预估
星展银行认为，政治局势动荡料属短暂，待市场回归基本面后，日元走弱机会偏高，美元可望反弹，而特朗普谈话对美国升息步调的...,,2017-04-14 15:44,星展银行：美元短期盘整 日元仍将走弱
据《金融时报》报道，英国皇家测量师学会（RICS）日前公布的调查结果显示，英国伦敦核心区楼市现2009年以来最差行情。,,2017-04-14 15:43,英国伦敦房价现8年来最差行情 脱欧罪责难题！
根据乐施会（Oxfam）日前公布的一份调查报告显示，2015年美国50家规模最大的公司为了避税，把高达1.6万亿美元的盈利存放在...,,2017-04-14 15:33,美国50家规模最大感受涉嫌逃税避税
英吉利海峡另一端的政治动荡可能会使英镑摆脱英国脱欧带来的疲软。,,2017-04-14 15:19,法国勒庞会否成为英镑的救星？
据韩联社报道，韩国3月对华出口不减反增，连续5个月保持增势，尽管此前韩国对华出口受到“萨德”影响。,,2017-04-14 15:17,“萨德”并未阻止中韩贸易 韩国3月对华出口不减反增
周四，德国央行董事会成员多姆布雷特(接受CNBC采访时表示，金融机构应该开始着手准备应对利率不断攀升的市场环境。,,2017-04-14 15:16,德国央行：警惕利率和硬退欧的风险
美国总统特朗普在其竞选过程中对美联储现任主席耶伦已表达出强烈的不满。但是，特朗普现在却表示，正在考虑提名耶伦在明年...,美联储,2017-04-14 14:55,特朗普主动示好耶伦！下一届美联储主席还是她？
美国金融市场本周五(4月14日)将因为耶稣受难日休市一天，股市、债市和商品期货市场将停止交易。但由于当天并非美国联邦法...,,2017-04-14 14:55,复活节前夕 谨慎看待美国晚间数据
受朝鲜半岛局势紧张影响，周五下午美元兑日元小幅走弱，失守109关口，刷新日内低点至10.90，跌幅约0.18%，下方短线支撑位于...,,2017-04-14 14:52,朝鲜半岛风起云涌  日元可能升值的三种情况
周五亚盘，受到复活节的休市影响，英镑兑美元窄幅震荡，目前交投于1.2510附近。,,2017-04-14 14:30,法兴：英镑短期震荡 欧元仍待法国大选决定去向
据路透报道，周五（4月14日）亚市早盘，人民币兑美元即期随中间价微跌，因上日美元指数从跌势中反弹。交易员称，今日中间价出...,,2017-04-14 14:17,人民币早盘微跌 短期料延续区间波动
美国巨型银行如今都面临着发展空间不足的困境。,,2017-04-14 13:44,美国银行业面临的共同困境
据路透报道，若说特朗普当选美国总统及英国投票决定脱欧搅动了全球经济水域，那么有可能有一场海啸即将来临。,,2017-04-14 13:41,法国大选波谲云诡 全球市场准备迎接一场大海啸吧！
周五，ForexCycle网站外汇分析师Franco Shao撰文对欧元/美元走势作出简要分析。,外汇,2017-04-14 13:10,欧元只需守住这一支撑 则修正反弹持续
据路透报道，周五（4月14日）美元在亚洲时段整理跌幅，本周料周线下跌，因朝鲜(北韩)持续的紧张局势支撑了被认为是避险货币...,,2017-04-14 12:24,美元本周料周线下跌 受朝鲜局势及特朗普讲话打压
周五，知名外汇网站FXStreet分析师Matias Salord撰文对美元/日元走势作出简要分析。,外汇,2017-04-14 12:15,今日美元/日元最新技术面分析
据路透报道，数百万像退休人士Jeannine Delaplane和护工Cecile Lungeri这样的人，是法国总统候选人及民调业者的梦靥。,,2017-04-14 12:13,法国多数选民恐会弃权 总统选举结果难测
据周四公布的一项路透调查显示，拉丁美洲经济体今年料将恢复增长，受该地区多个国家的央行降息提振，但多国将举行的大选给...,,2017-04-14 11:32,拉丁美洲经济体今年将恢复增长 受央行降息提振
据路透报道，神秘的新兴市场硬通货债券以比传统新兴市场美 元债券更为丰厚的收益率获得基金经理的青睐，秘鲁和印尼的欧元...,,2017-04-14 11:28,新兴市场欧元和英镑计价债券回报不菲 备受基金青睐
美国总统特朗普总能掀起金融市场波澜，本周三，他在接受华尔街日报采访时一改此前支持美元升值的态度直言美元正在变得过...,,2017-04-14 11:15,贼喊捉贼？其实涉嫌操纵汇率是特朗普！
全球地缘政治危机再度升级！隔夜美军向阿富汗极端组织“伊斯兰国”目标投放了被称为“炸弹之母”的大型空爆炸弹。这是美军首...,,2017-04-14 11:13,美国动用“炸弹之母”引爆恐慌情绪 市场已是疮痍满目！
近日，美国总统特朗普再次提起美元过于强势，特朗普对弱势美元的支持可能会摧毁一项重要的税制改革提案。这一提案一直以来...,,2017-04-14 11:12,为何特朗普“美元过强”言论威胁美股上扬
周五早间，据中国央行数据，人民币兑美元中间价报6.8740，较上日中间价6.8651贬值89个基点。上日人民币中间价一度升值289个...,,2017-04-14 10:45,人民币今日贬值89个基点  市场空头氛围逐渐消退？
北京时间周五(4月14日)20:30将公布美国3月未季调CPI，通胀数据与地缘政治风险左右美元走势。,,2017-04-14 10:20,晚间关注美国通胀和零售数据 美元能否打翻身仗
卢布走强正在打击俄罗斯石油生产商和政府欲借全球减产协议来增加收入的希望。该协议旨在提振油价并削减库存。,,2017-04-14 10:18,卢布走强抑制石油减产协议对俄收入的提振作用
本周三美国总统特朗普再度批判美元“过强”，美元指数创逾三周来最大单日跌幅，不过法国农业信贷认为 ，这极有可能为较清淡...,,2017-04-14 10:04,法农：特朗普言论被利用夸大  美元已经超卖
法国兴业银行(SocGen)周五(4月14日)分析报告认为，英镑/美元延续区间震荡，欧元/美元或升至1.10水平。,,2017-04-14 09:53,法兴：欧元/美元或快速升至1.10水平英镑无趋势
美国总统特朗普和美联储总裁耶伦乍一看可能格格不入。耶伦是学院派经济学家，民主党政府的资深人士，支持开放的全球经济。...,美联储,2017-04-14 09:43,特朗普和耶伦有共同利益 耶伦或再干四年！
美银美林周五重申日元涨势可能过度称，尽管近期美元/日元在110水平附近出现技术抛盘，但美元/日元的中期上行趋势并未结束...,,2017-04-14 09:43,美银美林：美元/日元的上行趋势并未结束
特朗普的评论给中国一个推动人民币对同行走软的大好机会。并且，如果美元继续下跌，人民币对其他一篮子货币的汇率跌幅将加...,,2017-04-14 05:30,彭博社：特朗普竟意外成了中国货币当局的盟友
据CNN报道，美国在阿富汗投下了最大的非核炸弹，五角大楼发言人Adam Stump称，这是GBU-43炸弹第一次被用于阿富汗战场，GBU...,,2017-04-14 02:52,美国在阿富汗投下最大非核炸弹 道指跌100点黄金上涨
美国截至4月8日当周初请失业金人数意外下降至23.4万，这表明尽管3月非农新增就业人数急剧下降，但美国劳动力市场依然强劲...,,2017-04-13 21:30,惨淡非农并未影响就业！3月初请人数继续下降
美国?3月生产者物价指数(PPI)下降0.1%，为自8月以来首度下降。,,2017-04-13 21:17,美国3月PPI为-0.1%！七个月来首次下降
据《金融时报》报道，经济学人智库(EIU)日前将欧盟各国涉及到的四个核心谈判问题量化为相关指数，试图揭开脱欧的第一层面纱...,,2017-04-13 21:13,深层次解读欧盟各国对于英国脱欧的反应
北京时间周四(4月13日)20:30，美国劳工部公布了美国截至4月8日当周 初请失业金人数数据。公布数据显示，美国至4月8日当周...,,2017-04-13 20:58,美国当周初请数据与前值相当 美指黄金表现淡定
欧元区最大的存在威胁，可能不再是希腊和葡萄牙等周边小国的拖累，而是欧元区第三大经济体意大利。,,2017-04-13 19:57,意大利过去十八年人均GDP萎缩0.4%
历史数据显示，美国失业率一旦降到超低谷底，往往准确预告经济即将衰退，以及股市将跌入修正，甚至熊市。,,2017-04-13 19:33,真的假的？美国失业率十年新低预示经济将衰退？
